Company_Name,Date,Sales,Expenses,Operating_Profits,Net_Profit,Other_Income,Interest,Depriciation,Profit_Before_Tax,Tax_Percent,OPM_Percent,Divident_Payout,EPS,prev_price,prev_eps,Price
ACC,Mar-11,8181,6599,1582,1078,319,58,428,1415,24%,19%,53%,57.39,559,83.3,989
ACC,Mar-12,10153,8232,1921,1301,191,97,510,1505,14%,19%,40%,69.29,989,57.39,1088
ACC,Mar-13,11275,9078,2197,1059,-72,115,569,1441,27%,19%,53%,56.42,1088,69.29,1207
ACC,Mar-14,11062,9416,1646,1095,265,114,584,1214,11%,15%,52%,58.31,1207,56.42,1452
ACC,Mar-15,11646,10116,1529,1162,241,83,568,1120,-3%,13%,55%,61.88,1452,58.31,1407
ACC,Mar-16,11706,10123,1583,588,-90,65,663,766,25%,14%,54%,31.3,1407,61.88,1595
ACC,Mar-17,10990,9532,1458,658,115,79,609,885,26%,13%,49%,35.06,1595,31.3,1380
ACC,Mar-18,13285,11370,1915,924,137,99,644,1310,29%,14%,53%,49.23,1380,35.06,1440
ACC,Mar-19,14802,12754,2048,1520,153,88,603,1510,-1%,14%,17%,80.97,1440,49.23,1857
ACC,Mar-20,15658,13245,2413,1377,332,86,606,2053,33%,15%,19%,73.35,1857,80.97,1516
ACC,Mar-21,13786,11431,2355,1430,50,57,639,1709,16%,17%,18%,76.16,1516,73.35,1579
ADANIENT,Mar-11,26405,22317,4088,2476,377,634,559,3273,14%,15%,4%,22.51,73,17.37,95
ADANIENT,Mar-12,39356,34355,5001,1839,545,1826,1224,2496,19%,13%,6%,16.72,95,22.51,64
ADANIENT,Mar-13,46375,40354,6021,1613,1775,3492,2298,2005,39%,13%,10%,14.67,64,16.72,40
ADANIENT,Mar-14,54947,45564,9383,2221,1157,5703,3223,1614,-64%,17%,7%,20.19,40,14.67,53
ADANIENT,Mar-15,64465,52015,12450,1948,792,7056,3522,2663,14%,19%,8%,17.71,53,20.19,91
ADANIENT,Mar-16,34008,32325,1684,1011,1044,1357,314,1056,7%,5%,4%,9.19,91,17.71,65
ADANIENT,Mar-17,36533,34631,1902,988,749,1257,315,1079,25%,5%,4%,8.98,65,9.19,66
ADANIENT,Mar-18,35924,33886,2038,757,363,1250,664,487,23%,6%,6%,6.89,66,8.98,156
ADANIENT,Mar-19,40379,38409,1969,717,504,1625,390,459,32%,5%,6%,6.52,156,6.89,162
ADANIENT,Mar-20,43403,41108,2294,1138,872,1572,472,1122,29%,5%,10%,10.35,162,6.52,238
ADANIENT,Mar-21,39537,37031,2506,923,494,1377,537,1086,31%,6%,12%,8.39,238,10.35,552
ADANIPORTS,Mar-11,2000,701,1299,918,110,167,239,1004,9%,65%,20%,4.58,132,3.37,160
ADANIPORTS,Mar-12,2697,952,1746,1102,34,281,316,1182,8%,65%,18%,5.5,160,4.58,157
ADANIPORTS,Mar-13,3577,1195,2382,1623,344,542,422,1762,7%,67%,12%,8.1,157,5.5,156
ADANIPORTS,Mar-14,4830,1910,2919,1740,685,977,649,1978,12%,60%,12%,8.4,156,8.1,192
ADANIPORTS,Mar-15,6152,2250,3902,2314,686,1175,912,2501,7%,63%,10%,11.18,192,8.4,352
ADANIPORTS,Mar-16,7109,2532,4577,2897,730,1124,1063,3119,9%,64%,8%,13.99,352,11.18,268
ADANIPORTS,Mar-17,8439,3021,5418,3912,1037,1116,1160,4179,7%,64%,7%,18.89,268,13.99,308
ADANIPORTS,Mar-18,11323,4166,7157,3674,844,1579,1188,5234,30%,63%,11%,17.74,308,18.89,452
ADANIPORTS,Mar-19,10925,4330,6596,3990,1289,1385,1373,5126,21%,60%,1%,19.27,452,17.74,402
ADANIPORTS,Mar-20,11873,5926,5947,3763,1928,1951,1680,4244,11%,50%,17%,18.52,402,19.27,394
ADANIPORTS,Mar-21,12550,4577,7973,4994,2682,2255,2107,6292,20%,64%,20%,24.58,394,18.52,562
AMBUJACEM,Dec-21,7297,5591,1705,1263,392,49,387,1661,24%,23%,31%,8.26,79,7.99,114
AMBUJACEM,Dec-21,8489,6490,1998,1228,203,53,446,1701,28%,24%,40%,8,114,8.26,146
AMBUJACEM,Dec-21,9749,7276,2473,1293,69,78,569,1896,32%,25%,43%,8.39,146,8,164
AMBUJACEM,Dec-21,9161,7492,1669,1279,390,67,494,1498,15%,18%,44%,8.27,164,8.39,208
AMBUJACEM,Dec-21,9955,8022,1934,1486,419,66,513,1774,16%,19%,46%,9.59,208,8.27,203
AMBUJACEM,Dec-21,9437,7895,1542,808,353,92,630,1173,31%,16%,54%,5.21,203,9.59,257
AMBUJACEM,Dec-21,20094,16913,3181,1105,441,153,1461,2008,29%,16%,50%,5.57,257,5.21,206
AMBUJACEM,Dec-21,23609,19751,3858,1516,335,206,1219,2768,30%,16%,47%,7.64,206,5.57,233
AMBUJACEM,Dec-21,26041,22030,4011,2177,232,170,1154,2919,-2%,15%,14%,10.97,233,7.64,280
AMBUJACEM,Dec-21,27104,22507,4597,2095,601,170,1153,3875,28%,17%,14%,10.55,280,10.97,229
AMBUJACEM,Dec-21,24516,19511,5006,2365,288,140,1162,3992,22%,20%,151%,11.91,229,10.55,220
APOLLOHOSP,Mar-11,2605,2183,422,184,12,78,95,261,33%,16%,25%,14.75,374,11.13,541
APOLLOHOSP,Mar-12,3148,2631,517,219,22,89,124,326,35%,16%,25%,16.31,541,14.75,694
APOLLOHOSP,Mar-13,3769,3157,612,304,33,103,142,399,26%,16%,25%,21.88,694,16.31,827
APOLLOHOSP,Mar-14,4357,3681,676,317,18,119,168,407,25%,16%,25%,22.77,827,21.88,925
APOLLOHOSP,Mar-15,5129,4392,737,340,47,118,212,455,29%,14%,24%,24.43,925,22.77,1439
APOLLOHOSP,Mar-16,6150,5465,684,236,92,180,264,332,29%,11%,35%,16.99,1439,24.43,1497
APOLLOHOSP,Mar-17,7256,6522,734,221,60,257,314,222,41%,10%,38%,15.88,1497,16.99,1250
APOLLOHOSP,Mar-18,8243,7442,801,117,24,295,359,171,65%,10%,59%,8.44,1250,15.88,1216
APOLLOHOSP,Mar-19,9617,8548,1070,236,26,327,396,373,47%,11%,35%,16.96,1216,8.44,1387
APOLLOHOSP,Mar-20,11247,9656,1591,455,222,533,620,660,34%,14%,18%,32.7,1387,16.96,1713
APOLLOHOSP,Mar-21,10560,9420,1140,150,103,449,573,221,38%,11%,29%,10.46,1713,32.7,2749
ASIANPAINT,Mar-11,7403,6072,1331,843,68,26,113,1260,30%,18%,36%,8.79,192,8.71,293
ASIANPAINT,Mar-12,9231,7720,1511,989,107,43,121,1454,30%,16%,39%,10.31,293,8.79,304
ASIANPAINT,Mar-13,10504,8767,1737,1114,114,42,155,1655,30%,17%,40%,11.61,304,10.31,456
ASIANPAINT,Mar-14,12220,10217,2004,1219,124,48,246,1834,31%,16%,42%,12.71,456,11.61,550
ASIANPAINT,Mar-15,13615,11372,2243,1395,142,42,266,2077,31%,16%,42%,14.54,550,12.71,922
ASIANPAINT,Mar-16,14271,11546,2725,1745,213,49,276,2614,32%,19%,41%,18.19,922,14.54,911
ASIANPAINT,Mar-17,15062,12068,2994,1939,338,37,335,2960,32%,20%,51%,20.22,911,18.19,989
ASIANPAINT,Mar-18,16825,13621,3204,2039,336,41,360,3138,33%,19%,41%,21.26,989,20.22,1208
ASIANPAINT,Mar-19,19240,15475,3765,2156,274,110,622,3306,33%,20%,47%,22.48,1208,21.26,1432
ASIANPAINT,Mar-20,20211,16054,4157,2705,355,102,780,3629,24%,21%,43%,28.2,1432,22.48,1862
ASIANPAINT,Mar-21,21713,16857,4856,3139,332,92,791,4304,26%,22%,55%,32.73,1862,28.2,2873
AUROPHARMA,Mar-11,4368,3405,963,563,61,65,172,788,29%,22%,10%,9.68,94,10.11,137
AUROPHARMA,Mar-12,4615,4050,565,-124,-300,277,201,-213,42%,12%,-24%,-2.12,137,9.68,58
AUROPHARMA,Mar-13,5842,4965,877,294,12,267,249,374,22%,15%,15%,5.05,58,-2.12,102
AUROPHARMA,Mar-14,8089,5951,2137,1173,18,310,313,1533,24%,26%,7%,20.12,102,5.05,272
AUROPHARMA,Mar-15,12103,9524,2579,1576,81,160,333,2168,28%,21%,8%,26.98,272,20.12,626
AUROPHARMA,Mar-16,13772,10579,3193,2025,200,257,392,2744,26%,23%,7%,34.61,626,26.98,886
AUROPHARMA,Mar-17,14910,11469,3441,2302,115,67,428,3061,25%,23%,6%,39.29,886,34.61,730
AUROPHARMA,Mar-18,16463,12691,3772,2423,105,78,558,3241,25%,23%,6%,41.36,730,39.29,698
AUROPHARMA,Mar-19,19564,15612,3952,2365,70,263,668,3091,24%,20%,6%,40.36,698,41.36,795
AUROPHARMA,Mar-20,23099,18249,4849,2845,166,305,967,3743,24%,21%,6%,48.56,795,40.36,518
AUROPHARMA,Mar-21,24775,19497,5278,5335,3195,74,1055,7344,27%,21%,4%,91.05,518,48.56,1023
AXISBANK,Mar-11,15155,5840,727,3340,4664,8589,294,5097,34%,5%,17%,16.27,235,12.23,275
AXISBANK,Mar-12,21995,6895,1131,4220,5487,13969,348,6270,33%,5%,16%,20.42,275,16.27,217
AXISBANK,Mar-13,27202,8538,1151,5235,6833,17513,359,7625,31%,4%,16%,22.37,217,20.42,303
AXISBANK,Mar-14,30736,9944,2089,6310,7766,18703,375,9479,33%,7%,15%,26.86,303,22.37,295
AXISBANK,Mar-15,35727,11521,2865,7448,8838,21341,420,11283,34%,8%,15%,31.42,295,26.86,604
AXISBANK,Mar-16,41409,13869,3196,8350,9955,24344,461,12690,34%,8%,14%,35.04,604,31.42,452
AXISBANK,Mar-17,45175,24327,-5941,3953,12422,26789,527,5954,33%,-13%,30%,16.51,452,35.04,491
AXISBANK,Mar-18,46614,29717,-10706,456,11863,27604,591,566,18%,-23%,0%,1.78,491,16.51,627
AXISBANK,Mar-19,56044,28020,-5860,5039,14189,33883,737,7592,34%,-10%,5%,19.59,627,1.78,726
AXISBANK,Mar-20,63716,35976,-10256,1853,16342,37996,806,5280,64%,-16%,0%,6.57,726,19.59,759
AXISBANK,Mar-21,64696,35192,-5422,7196,16152,34926,979,9750,26%,-8%,0%,23.49,759,6.57,695
BAJAJ-AUTO,Mar-11,16408,13229,3179,3455,1386,2,124,4438,23%,19%,34%,119.39,918,55.19,1564
BAJAJ-AUTO,Mar-12,19582,15901,3681,3049,502,23,147,4013,25%,19%,43%,105.35,1564,119.39,1610
BAJAJ-AUTO,Mar-13,20025,16370,3656,3133,790,1,168,4277,29%,18%,42%,108.26,1610,105.35,2229
BAJAJ-AUTO,Mar-14,20137,15974,4163,3380,674,1,181,4655,31%,21%,43%,116.82,2229,108.26,2100
BAJAJ-AUTO,Mar-15,21595,17467,4128,3026,228,6,267,4083,31%,19%,48%,104.56,2100,116.82,2491
BAJAJ-AUTO,Mar-16,22574,17781,4793,4061,1194,1,307,5679,28%,21%,39%,140.35,2491,104.56,2547
BAJAJ-AUTO,Mar-17,21755,17326,4429,4079,1468,1,307,5588,27%,20%,39%,140.98,2547,140.35,2919
BAJAJ-AUTO,Mar-18,25210,20364,4846,4219,1404,1,315,5933,29%,19%,41%,145.8,2919,140.98,3404
BAJAJ-AUTO,Mar-19,30358,25160,5198,4928,2028,4,266,6956,29%,17%,35%,170.29,3404,145.8,2747
BAJAJ-AUTO,Mar-20,29919,24809,5109,5212,1832,3,246,6692,22%,17%,67%,180.11,2747,170.29,3239
BAJAJ-AUTO,Mar-21,27741,22803,4938,4857,1570,7,259,6241,22%,18%,83%,167.85,3239,180.11,4236
BAJAJHLDNG,Mar-11,898,12,886,2323,2,0,0,888,8%,99%,17%,208.71,668,128.5,892
BAJAJHLDNG,Mar-12,295,12,284,1679,-8,0,0,275,28%,96%,17%,150.88,892,208.71,693
BAJAJHLDNG,Mar-13,337,15,322,1856,3,0,2,322,21%,95%,15%,166.8,693,150.88,1058
BAJAJHLDNG,Mar-14,423,23,400,1988,5,0,5,400,20%,94%,17%,178.59,1058,166.8,1045
BAJAJHLDNG,Mar-15,524,40,484,2029,35,0,6,513,19%,92%,19%,182.33,1045,178.59,1535
BAJAJHLDNG,Mar-16,470,42,429,2265,7,0,5,430,21%,91%,16%,203.54,1535,182.33,1695
BAJAJHLDNG,Mar-17,842,215,628,2473,8,0,5,630,21%,75%,15%,222.22,1695,203.54,2010
BAJAJHLDNG,Mar-18,420,65,355,2655,2390,0,5,2739,3%,85%,17%,238.54,2010,222.22,2905
BAJAJHLDNG,Mar-19,431,85,347,3048,2827,0,4,3170,4%,80%,12%,273.9,2905,238.54,3112
BAJAJHLDNG,Mar-20,435,134,301,2992,3058,13,33,3314,7%,69%,15%,268.84,3112,273.9,3500
BAJAJHLDNG,Mar-21,457,106,352,3650,3451,4,34,3766,3%,77%,12%,327.95,3500,268.84,3330
BAJFINSV,Mar-13,8055,4124,3931,1574,2,1204,22,2708,18%,49%,2%,98.89,481,84.03,938
BAJFINSV,Mar-14,6023,1531,4491,1544,3,1562,31,2902,24%,75%,2%,97.05,938,98.89,795
BAJFINSV,Mar-15,11335,5823,5511,1690,8,2230,38,3251,26%,49%,2%,106.19,795,97.05,1499
BAJFINSV,Mar-16,20533,13795,6739,1863,0,2877,58,3804,27%,33%,1%,117.09,1499,106.19,2045
BAJFINSV,Mar-17,24507,15794,8713,2262,0,3716,73,4925,30%,36%,1%,142.14,2045,117.09,3338
BAJFINSV,Mar-18,32862,22074,10788,2650,1,4531,160,6099,32%,33%,1%,166.54,3338,142.14,5038
BAJFINSV,Mar-19,42605,27569,15037,3219,2,6657,226,8155,34%,35%,1%,202.28,5038,166.54,6535
BAJFINSV,Mar-20,54351,36094,18258,3369,0,9500,457,8302,28%,34%,2%,211.71,6535,202.28,9950
BAJFINSV,Mar-21,60592,40950,19641,4470,-7,9274,498,9862,25%,32%,1%,280.92,9950,211.71,9388
BANKBARODA,Mar-11,22513,6295,2869,4434,3287,13350,260,5896,25%,13%,15%,22.65,118,17.46,181
BANKBARODA,Mar-12,30488,8216,2548,5249,4051,19724,295,6304,17%,8%,13%,25.53,181,22.65,166
BANKBARODA,Mar-13,36442,10950,1006,4804,4511,24486,322,5195,9%,3%,19%,22.81,166,25.53,179
BANKBARODA,Mar-14,40463,12049,809,5001,5555,27604,368,5996,18%,2%,19%,23.29,179,22.81,151
BANKBARODA,Mar-15,44915,13466,902,3912,5449,30547,368,5983,36%,2%,18%,17.69,151,23.29,228
BANKBARODA,Mar-16,45799,25391,-11700,-5068,5992,32107,525,-6233,19%,-26%,0%,-21.99,228,17.69,159
BANKBARODA,Mar-17,44473,19250,-4372,1815,7937,29596,540,3024,41%,-10%,15%,7.88,159,-21.99,170
BANKBARODA,Mar-18,46056,26093,-9197,-1887,7992,29160,901,-2106,9%,-20%,0%,-7.13,170,7.88,179
BANKBARODA,Mar-19,52906,25815,-5414,1100,7887,32506,948,1525,29%,-10%,0%,4.16,179,-7.13,124
BANKBARODA,Mar-20,78895,40583,-11728,928,12191,50040,1697,-1234,176%,-15%,0%,2.01,124,4.16,104
BANKBARODA,Mar-21,74314,38070,-6957,1548,14687,43201,1357,6373,77%,-9%,0%,2.99,104,2.01,80
BERGEPAINT,Mar-11,2263,2013,250,150,30,24,40,216,31%,11%,30%,1.55,23,1.24,37
BERGEPAINT,Mar-12,2846,2543,303,180,31,32,47,254,29%,11%,27%,1.86,37,1.55,36
BERGEPAINT,Mar-13,3227,2856,371,218,31,38,57,308,29%,12%,29%,2.25,36,1.86,63
BERGEPAINT,Mar-14,3732,3300,431,249,36,47,71,350,29%,12%,31%,2.57,63,2.25,82
BERGEPAINT,Mar-15,4170,3659,511,265,36,50,92,404,34%,12%,33%,2.73,82,2.57,180
BERGEPAINT,Mar-16,4223,3578,645,371,40,27,99,559,34%,15%,31%,3.82,180,2.73,197
BERGEPAINT,Mar-17,4552,3833,719,474,108,16,108,703,33%,16%,36%,4.88,197,3.82,226
BERGEPAINT,Mar-18,5166,4359,807,461,46,25,124,705,35%,16%,38%,4.75,226,4.88,280
BERGEPAINT,Mar-19,6062,5127,935,494,60,47,182,765,35%,15%,37%,5.09,280,4.75,333
BERGEPAINT,Mar-20,6366,5313,1053,658,69,47,191,883,26%,17%,32%,6.77,333,5.09,579
BERGEPAINT,Mar-21,6818,5635,1182,720,51,44,211,979,26%,17%,38%,7.41,579,6.77,822
BHARTIARTL,Mar-11,59602,39438,20164,5752,255,2535,10207,7678,23%,34%,7%,11.01,307,17.55,335
BHARTIARTL,Mar-12,71506,47965,23541,4257,428,4083,13368,6518,35%,33%,9%,8.15,335,11.01,345
BHARTIARTL,Mar-13,76947,53987,22960,2258,1159,4519,14815,4785,53%,30%,17%,4.32,345,8.15,340
BHARTIARTL,Mar-14,85864,59352,26512,2773,2881,5879,15650,7864,62%,31%,26%,5.04,340,4.32,300
BHARTIARTL,Mar-15,96101,62499,33602,4621,1243,4446,19858,10540,52%,35%,33%,8.41,300,5.04,363
BHARTIARTL,Mar-16,96532,62548,33984,6077,4858,8546,17450,12846,46%,35%,9%,11.05,363,8.41,315
BHARTIARTL,Mar-17,95468,60138,35330,3800,1713,9547,19773,7723,45%,37%,11%,6.91,315,11.05,339
BHARTIARTL,Mar-18,82639,52560,30079,1099,1756,9326,19243,3267,33%,36%,194%,2,339,6.91,498
BHARTIARTL,Mar-19,80780,55016,25764,410,4474,10622,21348,-1732,197%,32%,244%,0.74,498,2,316
BHARTIARTL,Mar-20,84676,51086,33591,-32183,-35600,14073,27094,-43177,29%,40%,-3%,-55.06,316,0.74,527
BHARTIARTL,Mar-21,100616,55337,45279,-15084,-4215,15091,29404,-3432,-260%,45%,0%,-25.63,527,-55.06,610
BIOCON,Mar-11,1806,1284,522,368,100,23,152,447,16%,29%,24%,3.06,50,2.44,71
BIOCON,Mar-12,2086,1569,517,338,62,12,174,392,14%,25%,30%,2.82,71,3.06,47
BIOCON,Mar-13,2485,1942,543,509,255,8,179,610,16%,22%,29%,4.24,47,2.82,50
BIOCON,Mar-14,2877,2190,687,414,56,2,204,538,20%,24%,24%,3.45,50,4.24,78
BIOCON,Mar-15,3090,2394,696,497,158,9,221,624,15%,23%,20%,4.14,78,3.45,72
BIOCON,Mar-16,3347,2957,390,550,639,29,249,751,19%,12%,18%,4.59,72,4.14,90
BIOCON,Mar-17,3891,2912,980,612,173,26,277,850,19%,25%,10%,5.1,90,4.59,175
BIOCON,Mar-18,4123,3294,829,372,228,62,385,610,26%,20%,16%,3.1,175,5.1,328
BIOCON,Mar-19,5514,4121,1394,905,340,71,448,1215,17%,25%,7%,7.54,328,3.1,341
BIOCON,Mar-20,6300,4725,1575,748,228,65,552,1186,27%,25%,0%,6.24,341,7.54,304
BIOCON,Mar-21,7106,5525,1581,740,260,58,715,1068,21%,22%,0%,6.17,304,6.24,474
BPCL,Mar-11,153765,149115,4650,1635,1336,1266,1891,2829,38%,3%,35%,7.54,109,7.53,111
BPCL,Mar-12,212140,207178,4961,781,1308,2259,2411,1599,47%,2%,55%,3.6,111,7.54,98
BPCL,Mar-13,242181,235472,6709,1881,1492,2518,2463,3220,40%,3%,42%,8.67,98,3.6,149
BPCL,Mar-14,264421,255007,9414,3911,1344,1982,2611,6166,34%,4%,31%,18.03,149,8.67,156
BPCL,Mar-15,242598,232818,9780,4807,2117,1180,3027,7690,34%,4%,34%,22.16,156,18.03,254
BPCL,Mar-16,187815,174844,12971,8089,1913,680,2072,12132,33%,7%,25%,37.29,254,22.16,315
BPCL,Mar-17,201251,187468,13783,8721,2721,696,2108,13700,31%,7%,49%,40.2,315,37.29,484
BPCL,Mar-18,235895,220578,15317,9009,2927,1186,2885,14174,31%,6%,46%,41.53,484,40.2,523
BPCL,Mar-19,298226,283113,15112,7802,2975,1764,3418,12905,34%,5%,48%,35.97,523,41.53,369
BPCL,Mar-20,284572,275597,8975,3055,1393,2637,4080,3652,0%,3%,106%,14.08,369,35.97,493
BPCL,Mar-21,230163,209170,20993,16165,7497,1723,4334,22432,23%,9%,102%,74.52,493,14.08,430
BRITANNIA,Mar-11,4609,4393,216,134,79,44,65,187,28%,5%,58%,5.62,171,2.16,211
BRITANNIA,Mar-12,5485,5174,311,200,59,42,62,267,25%,6%,51%,8.35,211,5.62,235
BRITANNIA,Mar-13,6185,5765,421,260,52,41,73,358,27%,7%,39%,10.85,235,8.35,287
BRITANNIA,Mar-14,6913,6286,627,395,34,8,83,569,30%,9%,36%,16.48,287,10.85,449
BRITANNIA,Mar-15,7858,6988,870,689,228,4,144,950,28%,11%,28%,28.71,449,16.48,1008
BRITANNIA,Mar-16,8397,7174,1224,825,115,5,113,1220,32%,15%,29%,34.36,1008,28.71,1503
BRITANNIA,Mar-17,9054,7776,1278,884,151,5,119,1304,32%,14%,30%,36.85,1503,34.36,1581
BRITANNIA,Mar-18,9914,8413,1501,1004,166,8,142,1518,34%,15%,30%,41.83,1581,36.85,2393
BRITANNIA,Mar-19,11055,9322,1732,1159,206,9,162,1768,35%,16%,31%,48.23,2393,41.83,3270
BRITANNIA,Mar-20,11600,9756,1843,1403,263,77,185,1844,24%,16%,60%,58.33,3270,48.23,3274
BRITANNIA,Mar-21,13136,10627,2509,1864,313,111,198,2514,26%,19%,204%,77.38,3274,58.33,3704
CADILAHC,Mar-11,4631,3602,1028,711,11,70,127,842,13%,22%,18%,6.95,98,4.93,172
CADILAHC,Mar-12,5263,4177,1086,653,49,183,158,794,14%,21%,24%,6.37,172,6.95,145
CADILAHC,Mar-13,6358,5228,1130,654,32,169,185,809,15%,18%,24%,6.38,145,6.37,182
CADILAHC,Mar-14,7224,6021,1203,804,30,90,201,942,11%,17%,23%,7.85,182,6.38,215
CADILAHC,Mar-15,8651,6896,1756,1151,45,68,287,1446,18%,20%,21%,11.24,215,7.85,344
CADILAHC,Mar-16,9427,7095,2332,1934,112,53,292,2099,8%,25%,17%,18.89,344,11.24,337
CADILAHC,Mar-17,9376,7474,1902,1488,127,45,373,1612,8%,20%,22%,14.53,337,18.89,381
CADILAHC,Mar-18,11905,9074,2831,1776,111,91,539,2312,24%,24%,20%,17.35,381,14.53,456
CADILAHC,Mar-19,13166,10174,2991,1849,183,194,599,2382,22%,23%,19%,18.06,456,17.35,359
CADILAHC,Mar-20,14253,11455,2798,1177,-264,342,696,1495,21%,20%,30%,11.49,359,18.06,279
CADILAHC,Mar-21,15102,11758,3344,2134,-171,164,725,2285,6%,22%,17%,20.84,279,11.49,509
CHOLAFIN,Mar-11,1209,526,107,85,25,575,10,123,31%,9%,21%,1.42,21,1.59,39
CHOLAFIN,Mar-12,1784,546,248,169,52,990,10,289,42%,14%,20%,2.55,39,1.42,32
CHOLAFIN,Mar-13,2570,688,472,308,1,1410,22,452,32%,18%,16%,4.3,32,2.55,59
CHOLAFIN,Mar-14,3279,932,578,368,1,1769,25,554,34%,18%,14%,5.14,59,4.3,58
CHOLAFIN,Mar-15,3715,1061,696,444,0,1958,30,666,33%,19%,11%,6.18,58,5.14,113
CHOLAFIN,Mar-16,4214,1266,899,575,2,2048,22,879,35%,21%,12%,7.36,113,6.18,131
CHOLAFIN,Mar-17,4694,1322,1143,719,3,2228,39,1107,35%,24%,12%,9.21,131,7.36,213
CHOLAFIN,Mar-18,5559,1451,1451,919,0,2657,51,1401,34%,26%,11%,11.76,213,9.21,272
CHOLAFIN,Mar-19,7108,1632,1888,1198,1,3588,57,1832,35%,27%,8%,15.32,272,11.76,253
CHOLAFIN,Mar-20,8712,2421,1699,1054,0,4592,111,1588,34%,20%,13%,12.86,253,15.32,336
CHOLAFIN,Mar-21,9583,2858,2150,1521,0,4576,102,2048,26%,22%,11%,18.55,336,12.86,464
CIPLA,Mar-11,6324,4950,1374,990,87,25,273,1162,17%,22%,23%,12.32,358,13.48,381
CIPLA,Mar-12,7021,5325,1696,1144,103,38,312,1448,21%,24%,14%,14.25,381,12.32,352
CIPLA,Mar-13,8279,6065,2214,1545,245,34,330,2095,26%,27%,10%,19.24,352,14.25,435
CIPLA,Mar-14,10173,8026,2147,1388,251,146,373,1880,25%,21%,12%,17.29,435,19.24,401
CIPLA,Mar-15,11345,9183,2163,1181,164,168,505,1654,24%,19%,14%,14.71,401,17.29,711
CIPLA,Mar-16,13790,11310,2480,1360,208,207,754,1727,19%,18%,12%,16.93,711,14.71,658
CIPLA,Mar-17,14394,11898,2496,1006,208,159,1323,1222,15%,17%,16%,12.51,658,16.93,593
CIPLA,Mar-18,15156,12329,2826,1411,280,114,1323,1669,15%,19%,17%,17.52,593,12.51,631
CIPLA,Mar-19,16362,13265,3097,1528,477,168,1326,2079,27%,19%,16%,18.96,631,17.52,524
CIPLA,Mar-20,17132,13926,3206,1547,344,197,1175,2178,29%,19%,21%,19.18,524,18.96,487
CIPLA,Mar-21,19160,14907,4252,2405,266,161,1068,3290,27%,22%,17%,29.82,487,19.18,864
COALINDIA,Mar-11,58167,44739,13428,10867,4876,76,1765,16463,34%,23%,23%,17.21,403,15.23,320
COALINDIA,Mar-12,72424,57131,15293,14788,8005,56,1969,21273,30%,21%,43%,23.41,320,17.21,358
COALINDIA,Mar-13,68303,50216,18087,17356,8752,46,1813,24979,31%,26%,51%,27.48,358,23.41,372
COALINDIA,Mar-14,70608,52842,17766,15112,7169,59,1996,22880,34%,25%,121%,23.92,372,27.48,292
COALINDIA,Mar-15,74120,56777,17343,13727,6570,9,2320,21584,36%,23%,95%,21.73,292,23.92,400
COALINDIA,Mar-16,105083,86369,18714,14267,5939,388,2826,21440,33%,18%,121%,22.59,400,21.73,337
COALINDIA,Mar-17,78164,65716,12448,9280,5316,410,2907,14446,36%,16%,133%,14.95,337,22.59,320
COALINDIA,Mar-18,85244,75956,9288,7039,4975,430,3063,10770,35%,11%,146%,11.34,320,14.95,311
COALINDIA,Mar-19,99586,74579,25007,17463,5834,264,3450,27127,36%,25%,46%,28.34,311,11.34,242
COALINDIA,Mar-20,96080,74500,21581,16714,6444,503,3451,24071,31%,22%,44%,27.12,242,28.34,214
COALINDIA,Mar-21,90026,71455,18571,12700,3791,645,3709,18009,29%,21%,78%,20.61,214,27.12,148
DABUR,Mar-11,4070,3295,774,569,58,29,95,708,20%,19%,35%,3.27,84,2.89,105
DABUR,Mar-12,5294,4401,893,645,55,54,103,790,19%,17%,38%,3.7,105,3.27,102
DABUR,Mar-13,6140,5148,992,763,100,59,85,948,19%,16%,34%,4.38,102,3.7,137
DABUR,Mar-14,7058,5897,1162,914,126,54,97,1136,19%,16%,33%,5.24,137,4.38,181
DABUR,Mar-15,7795,6475,1320,1066,154,40,115,1319,19%,17%,33%,6.07,181,5.24,262
DABUR,Mar-16,7780,6261,1518,1251,217,48,133,1554,19%,20%,32%,7.11,262,6.07,281
DABUR,Mar-17,7614,6102,1512,1277,296,54,143,1611,21%,20%,31%,7.25,281,7.11,284
DABUR,Mar-18,7722,6104,1617,1354,291,53,162,1693,20%,21%,81%,7.69,284,7.25,368
DABUR,Mar-19,8515,6775,1740,1442,222,60,177,1725,16%,20%,34%,8.17,368,7.69,448
DABUR,Mar-20,8685,6892,1792,1445,205,50,220,1728,16%,21%,37%,8.18,448,8.17,505
DABUR,Mar-21,9547,7545,2002,1693,325,31,240,2056,18%,21%,50%,9.58,505,8.18,552
DIVISLAB,Mar-11,1317,816,501,429,27,2,53,472,9%,38%,31%,16.19,357,12.88,337
DIVISLAB,Mar-12,1864,1173,691,533,56,5,62,681,22%,37%,32%,20.09,337,16.19,411
DIVISLAB,Mar-13,2145,1329,816,602,45,3,77,781,23%,38%,33%,22.67,411,20.09,559
DIVISLAB,Mar-14,2532,1514,1018,773,68,3,92,991,22%,40%,34%,29.13,559,22.67,727
DIVISLAB,Mar-15,3115,1942,1173,852,38,3,136,1072,21%,38%,31%,32.07,727,29.13,895
DIVISLAB,Mar-16,3776,2354,1423,1126,93,5,118,1393,19%,38%,24%,42.41,895,32.07,1173
